origin_station,destination_station,code
都匀东,贵阳东,D1868
贵阳东,珞璜南,D1868
珞璜南,重庆西,D1868
重庆西,赶水东,D1871
遵义,贵阳东,D1871
贵阳东,龙洞堡,D1871
龙洞堡,都匀东,D1871
都匀东,桂林西,D1871
桂林西,恭城,D1871
恭城,贺州,D1871
贺州,肇庆东,D1871
肇庆东,广州南,D1871
广州南,三水南,D1872
怀集,贺州,D1872
贺州,桂林西,D1872
桂林西,三都县,D1872
三都县,贵阳东,D1872
贵阳东,遵义,D1872
遵义,桐梓东,D1872
桐梓东,綦江东,D1872
綦江东,重庆西,D1872
广州南,肇庆东,D1874
恭城,桂林西,D1874
桂林西,三江南,D1874
三江南,都匀东,D1874
都匀东,贵阳东,D1874
贵阳东,遵义,D1874
遵义,重庆西,D1874
重庆西,綦江东,D1875
贵阳东,龙洞堡,D1875
龙洞堡,从江,D1875
从江,桂林西,D1875
桂林西,阳朔,D1875
阳朔,贺州,D1875
贺州,广州南,D1875
重庆西,赶水东,D1877
贵阳东,龙里北,D1877
龙里北,从江,D1877
从江,桂林西,D1877
桂林西,恭城,D1877
恭城,贺州,D1877
贺州,肇庆东,D1877
肇庆东,广州南,D1877
太原南,洪洞西,D1901
侯马西,运城北,D1901
运城北,渭南北,D1901
渭南北,西安北,D1901
西安北,鄠邑,D1901
鄠邑,佛坪,D1901
佛坪,城固北,D1901
城固北,汉中,D1901
汉中,广元,D1901
广元,剑门关,D1901
剑门关,绵阳,D1901
绵阳,成都东,D1901
成都东,罗江东,D1904
江油,广元,D1904
广元,朝天,D1904
朝天,汉中,D1904
汉中,城固北,D1904
城固北,阿房宫,D1904
阿房宫,西安北,D1904
西安北,渭南北,D1904
渭南北,大荔,D1904
大荔,永济北,D1904
永济北,闻喜西,D1904
闻喜西,襄汾西,D1904
襄汾西,临汾西,D1904
临汾西,介休东,D1904
介休东,平遥古城,D1904
平遥古城,太原南,D1904
太原南,灵石东,D1905
运城北,大荔,D1905
大荔,西安北,D1905
西安北,阿房宫,D1905
阿房宫,汉中,D1905
汉中,广元,D1905
广元,江油,D1905
江油,绵阳,D1905
绵阳,成都东,D1905
成都东,德阳,D1906
绵阳,江油,D1906
江油,广元,D1906
广元,宁强南,D1906
宁强南,汉中,D1906
汉中,洋县西,D1906
洋县西,西安北,D1906
西安北,渭南北,D1906
渭南北,大荔,D1906
大荔,运城北,D1906
运城北,侯马西,D1906
侯马西,临汾西,D1906
临汾西,太原南,D1906
西安北,鄠邑,D1911
汉中,广元,D1911
广元,剑门关,D1911
剑门关,江油北,D1911
江油北,江油,D1911
江油,绵阳,D1911
绵阳,德阳,D1911
德阳,成都东,D1911
峨眉山,乐山,D1912
彭山北,成都东,D1912
成都东,绵阳,D1912
绵阳,江油,D1912
江油,广元,D1912
广元,汉中,D1912
汉中,佛坪,D1912
佛坪,西安北,D1912
西安北,洋县西,D1913
汉中,广元,D1913
广元,剑门关,D1913
剑门关,罗江东,D1913
罗江东,青白江东,D1913
青白江东,成都东,D1913
成都东,德阳,D1914
青莲,江油,D1914
江油,广元,D1914
广元,汉中,D1914
汉中,城固北,D1914
城固北,西安北,D1914
西安北,鄠邑,D1915
汉中,广元,D1915
广元,青川,D1915
青川,江油,D1915
江油,德阳,D1915
德阳,新都东,D1915
新都东,成都东,D1915
西安北,广元,D1917
成都东,广元,D1918
西安北,洋县西,D1919
汉中,广元,D1919
广元,江油,D1919
江油,青莲,D1919
青莲,绵阳,D1919
绵阳,青白江东,D1919
青白江东,成都东,D1919
成都东,青白江东,D1920
青川,剑门关,D1920
剑门关,广元,D1920
广元,汉中,D1920
汉中,城固北,D1920
城固北,洋县西,D1920
洋县西,鄠邑,D1920
鄠邑,西安北,D1920
西安北,鄠邑,D1921
汉中,宁强南,D1921
宁强南,广元,D1921
广元,江油北,D1921
江油北,绵阳,D1921
绵阳,罗江东,D1921
罗江东,成都东,D1921
成都东,绵阳,D1922
广元,汉中,D1922
汉中,鄠邑,D1922
鄠邑,西安北,D1922
西安北,鄠邑,D1923
汉中,广元,D1923
广元,青川,D1923
青川,绵阳,D1923
绵阳,青白江东,D1923
青白江东,成都东,D1923
成都东,新都东,D1924
绵阳,江油,D1924
江油,广元,D1924
广元,宁强南,D1924
宁强南,汉中,D1924
汉中,洋县西,D1924
洋县西,鄠邑,D1924
鄠邑,西安北,D1924
延安,甘泉北,D1925
洛川东,蒲城东,D1925
蒲城东,西安北,D1925
西安北,阿房宫,D1925
阿房宫,鄠邑,D1925
鄠邑,佛坪,D1925
佛坪,城固北,D1925
城固北,汉中,D1925
汉中,广元,D1925
广元,绵阳,D1925
绵阳,德阳,D1925
德阳,青白江东,D1925
青白江东,成都东,D1925
成都东,德阳,D1926
江油北,剑门关,D1926
剑门关,广元,D1926
广元,汉中,D1926
汉中,洋县西,D1926
洋县西,西安北,D1926
西安北,汉中,D1927
广元,成都东,D1927
成都东,德阳,D1928
江油,剑门关,D1928
剑门关,广元,D1928
广元,汉中,D1928
汉中,洋县西,D1928
洋县西,鄠邑,D1928
鄠邑,西安北,D1928
西安北,鄠邑,D1929
宁强南,广元,D1929
广元,青川,D1929
青川,绵阳,D1929
绵阳,德阳,D1929
德阳,成都东,D1929
成都东,德阳,D1930
江油,江油北,D1930
江油北,青川,D1930
青川,广元,D1930
广元,宁强南,D1930
宁强南,汉中,D1930
汉中,鄠邑,D1930
鄠邑,西安北,D1930
西安北,佛坪,D1931
汉中,广元,D1931
广元,江油,D1931
江油,青莲,D1931
青莲,广汉北,D1931
广汉北,成都东,D1931
成都东,绵阳,D1932
江油北,剑门关,D1932
剑门关,广元,D1932
广元,汉中,D1932
汉中,佛坪,D1932
佛坪,鄠邑,D1932
鄠邑,西安北,D1932
西安北,阿房宫,D1933
城固北,汉中,D1933
汉中,广元,D1933
广元,青川,D1933
青川,江油,D1933
江油,绵阳,D1933
绵阳,德阳,D1933
德阳,成都东,D1933
成都东,广元,D1934
西安北,鄠邑,D1935
汉中,宁强南,D1935
宁强南,广元,D1935
广元,江油,D1935
江油,绵阳,D1935
绵阳,罗江东,D1935
罗江东,青白江东,D1935
青白江东,成都东,D1935
成都东,新都东,D1936
江油,剑门关,D1936
剑门关,广元,D1936
广元,宁强南,D1936
宁强南,汉中,D1936
汉中,洋县西,D1936
洋县西,西安北,D1936
西安北,汉中,D1937
绵阳,成都东,D1937
成都东,德阳,D1938
剑门关,广元,D1938
广元,汉中,D1938
汉中,阿房宫,D1938
阿房宫,西安北,D1938
西安北,阿房宫,D1939
朝天,广元,D1939
广元,剑门关,D1939
剑门关,江油,D1939
江油,绵阳,D1939
绵阳,成都东,D1939
成都东,青白江东,D1940
德阳,绵阳,D1940
绵阳,青莲,D1940
青莲,江油,D1940
江油,广元,D1940
广元,汉中,D1940
汉中,城固北,D1940
城固北,西安北,D1940
西安北,蒲城东,D1940
蒲城东,富县东,D1940
富县东,甘泉北,D1940
甘泉北,延安,D1940
西安北,汉中,D1941
剑门关,江油北,D1941
江油北,绵阳,D1941
绵阳,成都东,D1941
成都东,绵阳,D1942
广元,朝天,D1942
朝天,汉中,D1942
汉中,西安北,D1942
西安北,阿房宫,D1943
城固北,汉中,D1943
汉中,广元,D1943
广元,剑门关,D1943
剑门关,绵阳,D1943
绵阳,罗江东,D1943
罗江东,新都东,D1943
新都东,成都东,D1943
成都东,德阳,D1944
汉中,西安北,D1944
成都东,德阳,D1946
广元,宁强南,D1946
宁强南,汉中,D1946
汉中,洋县西,D1946
洋县西,佛坪,D1946
佛坪,西安北,D1946
成都东,德阳,D1947
广元,宁强南,D1947
宁强南,汉中,D1947
汉中,洋县西,D1947
洋县西,佛坪,D1947
佛坪,西安北,D1947
成都东,广汉北,D1948
青川,广元,D1948
广元,汉中,D1948
汉中,城固北,D1948
城固北,西安北,D1948
西安北,阿房宫,D1949
汉中,广元,D1949
广元,剑门关,D1949
剑门关,绵阳,D1949
绵阳,成都东,D1949
成都东,青白江东,D1950
江油,青川,D1950
青川,剑门关,D1950
剑门关,广元,D1950
广元,宁强南,D1950
宁强南,汉中,D1950
汉中,城固北,D1950
城固北,佛坪,D1950
佛坪,西安北,D1950
西安北,鄠邑,D1951
汉中,宁强南,D1951
宁强南,广元,D1951
广元,江油,D1951
江油,绵阳,D1951
绵阳,成都东,D1951
成都东,德阳,D1952
江油,广元,D1952
广元,汉中,D1952
汉中,西安北,D1952
临汾西,洪洞西,D2002
平遥古城,太原南,D2002
太原南,阳泉北,D2002
阳泉北,石家庄,D2002
石家庄,正定机场,D2002
正定机场,高碑店东,D2002
高碑店东,北京西,D2002
北京西,保定东,D2003
石家庄,阳泉北,D2003
阳泉北,太原南,D2003
太原南,晋中,D2003
晋中,祁县东,D2003
祁县东,介休东,D2003
介休东,临汾西,D2003
临汾西,襄汾西,D2003
襄汾西,闻喜西,D2003
闻喜西,运城北,D2003
运城北,闻喜西,D2004
临汾西,洪洞西,D2004
洪洞西,霍州东,D2004
霍州东,介休东,D2004
介休东,平遥古城,D2004
平遥古城,祁县东,D2004
祁县东,太谷西,D2004
太谷西,太原南,D2004
太原南,阳泉北,D2004
阳泉北,石家庄,D2004
石家庄,正定机场,D2004
正定机场,保定东,D2004
保定东,高碑店东,D2004
高碑店东,北京西,D2004
北京西,涿州东,D2005
石家庄,阳泉北,D2005
阳泉北,太原南,D2005
太原南,平遥古城,D2005
平遥古城,灵石东,D2005
灵石东,霍州东,D2005
霍州东,洪洞西,D2005
洪洞西,临汾西,D2005
汉口,汉川,D2251
荆州,宜昌东,D2251
宜昌东,建始,D2251
建始,恩施,D2251
恩施,利川,D2251
利川,石柱县,D2251
石柱县,丰都,D2251
丰都,长寿北,D2251
长寿北,重庆北,D2251
重庆北,长寿北,D2252
丰都,石柱县,D2252
石柱县,恩施,D2252
恩施,宜昌东,D2252
宜昌东,荆州,D2252
荆州,汉口,D2252
汉口,汉川,D2259
荆州,宜昌东,D2259
宜昌东,建始,D2259
建始,恩施,D2259
恩施,利川,D2259
利川,石柱县,D2259
石柱县,涪陵北,D2259
涪陵北,重庆北,D2259
重庆北,遂宁,D2259
遂宁,成都东,D2259
成都东,潼南,D2260
长寿北,石柱县,D2260
石柱县,恩施,D2260
恩施,建始,D2260
建始,宜昌东,D2260
宜昌东,荆州,D2260
荆州,潜江,D2260
潜江,仙桃西,D2260
仙桃西,天门南,D2260
天门南,汉口,D2260
南京南,合肥南,D2271
汉口,汉川,D2271
汉川,天门南,D2271
天门南,潜江,D2271
潜江,宜昌东,D2271
宜昌东,建始,D2271
建始,恩施,D2271
恩施,利川,D2271
利川,丰都,D2271
丰都,重庆北,D2271
重庆北,涪陵北,D2272
利川,恩施,D2272
恩施,宜昌东,D2272
宜昌东,荆州,D2272
荆州,潜江,D2272
潜江,仙桃西,D2272
仙桃西,汉川,D2272
汉川,汉口,D2272
汉口,麻城北,D2272
麻城北,六安,D2272
六安,合肥南,D2272
合肥南,南京南,D2272
南京南,丹阳,D2281
无锡,苏州,D2281
苏州,昆山南,D2281
昆山南,上海虹桥,D2281
上海虹桥,嘉善南,D2281
嘉善南,嘉兴南,D2281
嘉兴南,桐乡,D2281
桐乡,杭州东,D2281
杭州东,绍兴东,D2281
绍兴东,宁波,D2281
宁波,台州,D2281
台州,温岭,D2281
温岭,乐清,D2281
乐清,温州南,D2281
温州南,瑞安,D2281
瑞安,苍南,D2281
苍南,霞浦,D2281
霞浦,连江,D2281
连江,福州南,D2281
福州南,莆田,D2281
莆田,晋江,D2281
晋江,厦门北,D2281
厦门北,云霄,D2281
云霄,诏安,D2281
诏安,饶平,D2281
饶平,潮汕,D2281
潮汕,普宁,D2281
普宁,陆丰,D2281
陆丰,惠州南,D2281
惠州南,深圳坪山,D2281
深圳坪山,深圳北,D2281
深圳北,普宁,D2282
潮汕,饶平,D2282
饶平,诏安,D2282
诏安,漳州,D2282
漳州,厦门北,D2282
厦门北,泉州,D2282
泉州,莆田,D2282
莆田,福州南,D2282
福州南,罗源,D2282
罗源,宁德,D2282
宁德,福安,D2282
福安,瑞安,D2282
瑞安,温州南,D2282
温州南,雁荡山,D2282
雁荡山,台州,D2282
台州,宁海,D2282
宁海,宁波,D2282
宁波,余姚北,D2282
余姚北,绍兴北,D2282
绍兴北,杭州东,D2282
杭州东,海宁西,D2282
海宁西,桐乡,D2282
桐乡,嘉善南,D2282
嘉善南,上海虹桥,D2282
上海虹桥,苏州,D2282
苏州,无锡,D2282
无锡,常州,D2282
常州,南京南,D2282
南通,张家港,D2283
太仓,上海虹桥,D2283
上海虹桥,嘉兴南,D2283
嘉兴南,桐乡,D2283
桐乡,杭州东,D2283
杭州东,余姚北,D2283
余姚北,宁波,D2283
宁波,奉化,D2283
奉化,台州,D2283
台州,温岭,D2283
温岭,温州南,D2283
温州南,苍南,D2283
苍南,霞浦,D2283
霞浦,罗源,D2283
罗源,福州南,D2283
福州南,莆田,D2283
莆田,厦门北,D2283
厦门北,漳州,D2283
漳州,云霄,D2283
云霄,诏安,D2283
诏安,潮汕,D2283
潮汕,普宁,D2283
普宁,陆丰,D2283
陆丰,汕尾,D2283
汕尾,深圳北,D2283
深圳北,惠州南,D2284
潮阳,潮汕,D2284
潮汕,饶平,D2284
饶平,漳浦,D2284
漳浦,漳州,D2284
漳州,厦门北,D2284
厦门北,泉州,D2284
泉州,莆田,D2284
莆田,福清,D2284
福清,福州南,D2284
福州南,连江,D2284
连江,宁德,D2284
宁德,福安,D2284
福安,温州南,D2284
温州南,永嘉,D2284
永嘉,乐清,D2284
乐清,温岭,D2284
温岭,宁海,D2284
宁海,宁波,D2284
宁波,余姚北,D2284
余姚北,绍兴北,D2284
绍兴北,杭州东,D2284
杭州东,嘉兴南,D2284
嘉兴南,上海虹桥,D2284
上海虹桥,张家港,D2284
张家港,南通,D2284
深圳北,惠州南,D2285
潮阳,潮汕,D2285
潮汕,饶平,D2285
饶平,漳浦,D2285
漳浦,漳州,D2285
漳州,厦门北,D2285
厦门北,泉州,D2285
泉州,莆田,D2285
莆田,福清,D2285
福清,福州南,D2285
福州南,连江,D2285
连江,宁德,D2285
宁德,福安,D2285
福安,温州南,D2285
温州南,永嘉,D2285
永嘉,乐清,D2285
乐清,温岭,D2285
温岭,宁海,D2285
宁海,宁波,D2285
宁波,余姚北,D2285
余姚北,绍兴北,D2285
绍兴北,杭州东,D2285
杭州东,嘉兴南,D2285
嘉兴南,上海虹桥,D2285
上海虹桥,张家港,D2285
张家港,南通,D2285
南通,张家港,D2286
太仓,上海虹桥,D2286
上海虹桥,嘉兴南,D2286
嘉兴南,桐乡,D2286
桐乡,杭州东,D2286
杭州东,余姚北,D2286
余姚北,宁波,D2286
宁波,奉化,D2286
奉化,台州,D2286
台州,温岭,D2286
温岭,温州南,D2286
温州南,苍南,D2286
苍南,霞浦,D2286
霞浦,罗源,D2286
罗源,福州南,D2286
福州南,莆田,D2286
莆田,厦门北,D2286
厦门北,漳州,D2286
漳州,云霄,D2286
云霄,诏安,D2286
诏安,潮汕,D2286
潮汕,普宁,D2286
普宁,陆丰,D2286
陆丰,汕尾,D2286
汕尾,深圳北,D2286
上海虹桥,金山北,D2287
杭州东,杭州南,D2287
杭州南,绍兴东,D2287
绍兴东,宁波,D2287
宁波,奉化,D2287
奉化,台州,D2287
台州,温岭,D2287
温岭,永嘉,D2287
永嘉,温州南,D2287
温州南,福安,D2287
福安,宁德,D2287
宁德,福州南,D2287
福州南,莆田,D2287
莆田,泉州,D2287
泉州,厦门北,D2287
厦门北,漳州,D2287
漳州,漳浦,D2287
漳浦,潮汕,D2287
潮汕,普宁,D2287
普宁,惠东,D2287
惠东,惠州南,D2287
惠州南,深圳坪山,D2287
深圳坪山,深圳北,D2287
深圳北,鲘门,D2288
饶平,诏安,D2288
诏安,漳浦,D2288
漳浦,漳州,D2288
漳州,厦门北,D2288
厦门北,泉州,D2288
泉州,莆田,D2288
莆田,涵江,D2288
涵江,福州南,D2288
福州南,罗源,D2288
罗源,宁德,D2288
宁德,太姥山,D2288
太姥山,福鼎,D2288
福鼎,瑞安,D2288
瑞安,温州南,D2288
温州南,温岭,D2288
温岭,奉化,D2288
奉化,宁波,D2288
宁波,余姚北,D2288
余姚北,绍兴东,D2288
绍兴东,杭州南,D2288
杭州南,杭州东,D2288
杭州东,嘉兴南,D2288
嘉兴南,上海虹桥,D2288
南京南,江宁,D2293
宜兴,湖州,D2293
湖州,杭州东,D2293
杭州东,绍兴北,D2293
绍兴北,宁波,D2293
宁波,三门县,D2293
三门县,台州,D2293
台州,温岭,D2293
温岭,温州南,D2293
温州南,瑞安,D2293
瑞安,太姥山,D2293
太姥山,宁德,D2293
宁德,福州南,D2293
福州南,莆田,D2293
莆田,厦门北,D2293
厦门北,漳州,D2293
漳州,云霄,D2293
云霄,饶平,D2293
饶平,潮汕,D2293
潮汕,普宁,D2293
普宁,陆丰,D2293
陆丰,惠州南,D2293
惠州南,深圳北,D2293
深圳北,惠州南,D2294
潮阳,潮汕,D2294
潮汕,饶平,D2294
饶平,诏安,D2294
诏安,漳州,D2294
漳州,厦门北,D2294
厦门北,晋江,D2294
晋江,惠安,D2294
惠安,莆田,D2294
莆田,福州南,D2294
福州南,连江,D2294
连江,宁德,D2294
宁德,温州南,D2294
温州南,宁波,D2294
宁波,余姚北,D2294
余姚北,绍兴北,D2294
绍兴北,杭州东,D2294
杭州东,湖州,D2294
湖州,宜兴,D2294
宜兴,南京南,D2294
泰宁,将乐,D2297
尤溪,莆田,D2297
莆田,惠安,D2297
惠安,泉州,D2297
泉州,厦门北,D2297
厦门北,云霄,D2297
云霄,潮汕,D2297
潮汕,普宁,D2297
普宁,陆丰,D2297
陆丰,惠州南,D2297
惠州南,深圳坪山,D2297
深圳坪山,深圳北,D2297
深圳北,葵潭,D2298
饶平,诏安,D2298
诏安,云霄,D2298
云霄,漳州,D2298
漳州,厦门北,D2298
厦门北,晋江,D2298
晋江,泉州,D2298
泉州,仙游,D2298
仙游,莆田,D2298
莆田,福州南,D2298
福州南,莆田,D2301
泉州,晋江,D2301
晋江,厦门北,D2301
厦门北,漳州,D2301
漳州,云霄,D2301
云霄,潮汕,D2301
潮汕,潮阳,D2301
潮阳,陆丰,D2301
陆丰,惠东,D2301
惠东,惠州南,D2301
惠州南,深圳坪山,D2301
深圳坪山,深圳北,D2301
深圳北,深圳坪山,D2302
普宁,潮阳,D2302
潮阳,潮汕,D2302
潮汕,诏安,D2302
诏安,漳浦,D2302
漳浦,漳州,D2302
漳州,厦门北,D2302
厦门北,晋江,D2302
晋江,仙游,D2302
仙游,莆田,D2302
莆田,福清,D2302
福清,福州南,D2302
福州南,连江,D2302
连江,宁德,D2302
宁德,霞浦,D2302
霞浦,福鼎,D2302
福州南,莆田,D2303
漳州,云霄,D2303
云霄,饶平,D2303
饶平,潮汕,D2303
潮汕,普宁,D2303
普宁,葵潭,D2303
葵潭,陆丰,D2303
陆丰,惠州南,D2303
惠州南,深圳坪山,D2303
深圳坪山,深圳北,D2303
深圳北,深圳坪山,D2304
葵潭,潮阳,D2304
潮阳,潮汕,D2304
潮汕,漳浦,D2304
漳浦,厦门北,D2304
厦门北,晋江,D2304
晋江,泉州,D2304
泉州,仙游,D2304
仙游,莆田,D2304
莆田,福州,D2304
福州,延平,D2304
延平,南平市,D2304
南平市,上饶,D2304
福鼎,宁德,D2305
莆田,泉州,D2305
泉州,厦门北,D2305
厦门北,漳浦,D2305
漳浦,云霄,D2305
云霄,饶平,D2305
饶平,潮汕,D2305
潮汕,普宁,D2305
普宁,陆丰,D2305
陆丰,惠东,D2305
惠东,惠州南,D2305
惠州南,深圳坪山,D2305
深圳坪山,深圳北,D2305
深圳北,汕尾,D2306
漳州,厦门北,D2306
厦门北,泉州,D2306
泉州,莆田,D2306
莆田,福清,D2306
福清,福州南,D2306
福州南,莆田,D2307
厦门北,漳州,D2307
漳州,漳浦,D2307
漳浦,云霄,D2307
云霄,潮汕,D2307
潮汕,普宁,D2307
普宁,陆丰,D2307
陆丰,惠州南,D2307
惠州南,深圳北,D2307
深圳北,惠州南,D2308
潮阳,潮汕,D2308
潮汕,饶平,D2308
饶平,诏安,D2308
诏安,漳浦,D2308
漳浦,漳州,D2308
漳州,厦门北,D2308
厦门北,晋江,D2308
晋江,仙游,D2308
仙游,莆田,D2308
莆田,涵江,D2308
涵江,福州南,D2308
福州南,莆田,D2309
莆田,惠安,D2309
惠安,厦门北,D2309
厦门北,漳州,D2309
漳州,云霄,D2309
云霄,潮汕,D2309
潮汕,普宁,D2309
普宁,惠州南,D2309
惠州南,深圳北,D2309
深圳北,深圳坪山,D2310
深圳坪山,惠州南,D2310
惠州南,陆丰,D2310
陆丰,潮阳,D2310
潮阳,潮汕,D2310
潮汕,云霄,D2310
云霄,漳州,D2310
漳州,厦门北,D2310
厦门北,泉州,D2310
泉州,莆田,D2310
莆田,福清,D2310
福清,福州南,D2310
福州南,莆田,D2311
厦门北,漳州,D2311
漳州,云霄,D2311
云霄,饶平,D2311
饶平,潮汕,D2311
潮汕,普宁,D2311
普宁,惠州南,D2311
惠州南,深圳北,D2311
深圳北,深圳坪山,D2312
普宁,潮汕,D2312
潮汕,诏安,D2312
诏安,漳浦,D2312
漳浦,漳州,D2312
漳州,厦门北,D2312
厦门北,泉州,D2312
泉州,惠安,D2312
惠安,莆田,D2312
莆田,福州南,D2312
泉州,晋江,D2313
漳浦,诏安,D2313
诏安,饶平,D2313
饶平,潮汕,D2313
潮汕,普宁,D2313
普宁,陆丰,D2313
陆丰,惠州南,D2313
惠州南,深圳北,D2313
深圳北,深圳坪山,D2314
鲘门,葵潭,D2314
葵潭,潮汕,D2314
潮汕,饶平,D2314
饶平,诏安,D2314
诏安,云霄,D2314
云霄,漳州,D2314
漳州,厦门北,D2314
厦门北,泉州,D2314
泉州,厦门北,D2315
厦门北,漳州,D2315
漳州,潮汕,D2315
潮汕,葵潭,D2315
葵潭,惠州南,D2315
惠州南,深圳北,D2315
深圳北,深圳坪山,D2316
深圳坪山,惠州南,D2316
惠州南,潮阳,D2316
潮阳,潮汕,D2316
潮汕,诏安,D2316
诏安,厦门,D2316
厦门,诏安,D2317
诏安,普宁,D2317
普宁,陆丰,D2317
陆丰,惠州南,D2317
惠州南,深圳坪山,D2317
深圳坪山,深圳北,D2317
深圳北,深圳坪山,D2318
深圳坪山,惠东,D2318
惠东,葵潭,D2318
葵潭,潮阳,D2318
潮阳,漳浦,D2318
漳浦,厦门,D2318
